0000	          \r          \r          \r       Zero\r[close]
070B	#7F09 00 00 0B#10カブ かい?[pause 10]\r#7F09 00 00 FF#ぜんぶで [string 2]ベル\rじゃよ。\r[open]
070C	#7F09 00 00 0B#50カブ かい?[pause 10]\r#7F09 00 00 FF#ぜんぶで [string 3]ベル\rじゃよ。\r[open]
070D	#7F09 00 00 0B#100カブ かい?![pause 10]\r#7F09 00 00 FF#ぜんぶで [string 4]ベル\rじゃよ。\r[open]
070E	#7F09 00 00 0F#あン[pause 4]りゃ、[pause 8]そいつは ざんねん。[pause 20]\r#7F09 00 00 FF#またこんど かっておくれ。\r[close]
070F	#7F09 00 00 0F#おン[pause 4]や、[pause 8]おきゃくさん。[pause 20]\r#7F09 00 00 17#もちものが まんたんでねェか。[pause 20]\r\r#7F09 00 00 FF#またでなおして おいでなさい。\r[close]
0710	#7F09 00 00 0F#あン[pause 4]れまぁ、[pause 8]おきゃくさん。[pause 20]\r#7F09 00 00 17#おかねがたりないよ。[pause 20]\r\r#7F09 00 00 FF#またでなおして おいでなさい。\r[close]
0711	#7F09 00 00 FF#はいよ、#7F09 01 00 02#[pause 8]どうぞ。[wait][jump 0719]\r[jump2sel]\r[open]
0712	#7F09 00 00 0B#10カブ だね?[pause 20]\r#7F09 00 00 FF#ぜんぶで [string 2]ベル\rじゃよ。\r[open]
0713	#7F09 00 00 0B#50カブ じゃな?[pause 20]\r#7F09 00 00 FF#ぜんぶで [string 3]ベル\rじゃよ。\r[open]
0714	#7F09 00 00 02#100カブ じゃと?![pause 10]\r#7F09 00 00 0B#まだそんなに かいなさるのかね?[pause 20]\r#7F09 00 00 FF#ぜんぶで [string 4]ベル\rじゃよ。\r[open]
0715	#7F09 00 00 FF#そうかい。[pause 12]\rもう やめなさるかね。[wait]\r[CLS]#7F09 00 00 15#きょうは ありがとうね。[pause 12]\rまた かいにきておくれよ。\r[close]
0716	#7F09 00 00 04#おン[pause 4]や、[pause 12]#7F09 00 00 FF#もちものがいっぱいで[pause 8]\rもう もてないようじゃな。[wait]\r[CLS]#7F09 00 00 15#きょうは ありがとうね。[pause 20]\rまた かいにきておくれよ。\r[close]
0717	#7F09 00 00 04#あン[pause 4]れ、[pause 12]#7F09 00 00 FF#もうおかねが\rたりないようじゃな。[wait]\r[CLS]#7F09 00 00 15#きょうは ありがとうね。[pause 20]\rまた かいにきておくれよ。\r[close]
0718	#7F09 00 00 06#おン[pause 4]や、[pause 8]おきゃくさん。[pause 20]\r#7F09 00 00 15#また きなさったね。\r[jump 070A]\r[open]
0719	#7F09 00 00 15#まいどあり。[pause 20]#7F09 09 00 01#\r\r#7F09 00 00 FF#どうじゃね、[pause 8]おきゃくさん。[pause 20]\r#7F09 00 00 0B#もっと かいなさるかね?[menu 002A 002B 002C 002E][default][wait]#7F0D#[selected 1 0712][selected 2 0713][selected 3 0714][selected 4 0715]\r[jump2sel]\r[open]
071A	イノシシの よびメッセージ2\r[close]
071B	イノシシの よびメッセージ3\r[close]
071C	イノシシの よびメッセージ4\r[close]
071D	イノシシの よびメッセージ5\r[close]
071E	イノシシの よびメッセージ6\r[close]
071F	イノシシの よびメッセージ7\r[close]
0720	イノシシの よびメッセージ8\r[close]
0721	ええ、[pause 8]ミーが ちょー[pause 4] ゆうめいな[pause 8]\rファッションデザイナーの\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 06#あらー[pause 4]っ![pause 12]\r#7F09 00 00 0A#アナタ よくみると\rなかなか いいオトコねぇ。[pause 30]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。[wait]\r[CLS]#7F09 00 00 FF#だけど そのダサダサの\rファッションで [pause 8]#7F09 00 00 17#すべてが\rぶちこわし ってカンジよねー![wait]\r[CLS]#7F09 00 00 16#いい?[pause 12]\rよのなか センスがすべてなの。[wait]\r[CLS]#7F09 00 00 FF#ファッションの センスひとつで[pause 8]\rそのひとの なかみまで\rはんだんされて しまうんだから[wait]\r[CLS]#7F09 00 00 16#きるものには もっと\rきをつかわなきゃダメよ![pause 12]\r#7F09 00 00 0B#おわかりかしら?\r[jump 072A]\r[open]
0722	ええ、[pause 8]ミーが モードかいを\rリードする、[pause 8]ファッション\rデザイナーの グレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 06#あらー[pause 4]っ![pause 12]\r#7F09 00 00 0A#アナタ よくみると\rピチピチの いいオトコねぇ。[pause 30]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。[wait]\r[CLS]#7F09 00 00 15#それに [pause 8]きているものは\rやすものの ふくだけど、[wait]\r[CLS]それなりに コーディネートして[pause 8]\rじぶんらしさを だしているわね。[wait]\r[CLS]#7F09 00 00 0E#こんな いなかにも[pause 8]\rまともな ファッションセンスの\rもちぬしが いたなんて、[pause 12]\rちょっと ビックリね。#7F09 00 00 15#\r[jump 072A]\r[open]
0723	ええ、[pause 8]ミーが カ[pause 1]リ[pause 1]ス[pause 1]マ[pause 4]\rファッションデザイナーの\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 06#あらー[pause 4]っ![pause 12]\r#7F09 00 00 0A#アナタ よくみると\rムキムキの いいオトコねぇ。[pause 30]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。[wait]\r[CLS]#7F09 00 00 17#でも、[pause 8]そのファッションは\rいただけないわね。[wait]\r[CLS]#7F09 00 00 FF#かざらない ファッション[pause 6]\rっていうのと、[pause 12]\rファッションに むとんちゃく[pause 6]\rっていうのとは、[wait]\r[CLS]#7F09 00 00 16#ぜー[pause 6]んぜん ちがうんだからね![wait]\r[CLS]#7F09 00 00 FF#アナタも、すこしくらいは\rオシャレしなきゃ [pause 4]#7F09 00 00 16#ダ[pause 2]#7F09 00 00 FF#メ[pause 2]#7F09 00 00 16#よ。\r[jump 072A]\r[open]
0724	ええ、[pause 8]ミーが\rファッションかいの パイオニア、[pause 8]\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 06#あらー[pause 4]っ![pause 12]\r#7F09 00 00 0A#アナタ よくみると\rビンビンの いいオトコねぇ。[pause 30]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。[wait]\r[CLS]#7F09 00 00 15#きているものも [pause 6]あきのこない\rていばんもので [pause 6]そつなく\rまとまってるし。[wait]\r[CLS]#7F09 00 00 17#でも [pause 2]よくをいえば\r#7F09 00 00 FF#どこかにワンポイント、[pause 8]\rじぶんを しゅちょうする\rえんしゅつが ほしいわね。\r[jump 072A]\r[open]
0725	ええ、[pause 8]ミーが ちょー [pause 4]ゆうめいな[pause 8]\rファッションデザイナーの\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 17#あらあら なにかしら、[pause 8]その\rりゅうこうが いちだんらくした\rあとに はやりがちな[pause 8]\rおばさんファッションは。[wait]\r[CLS]#7F09 00 00 0C#あー、[pause 8]そのもようは たしか、[pause 10]\r#7F09 00 00 FF#バカなバイヤーが たいりょうに\rしいれちゃって・・・[wait]\r[CLS]なげうり していたっていう、[pause 6]\rありふれたプリントね。[wait]\r[CLS]#7F09 00 00 16#まあ、[pause 6]きれるものなら\rなんでもいいってひとには\rちょうどいいかもね。[pause 12]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 072A]\r[open]
0726	ええ、[pause 8]ミーが モードかいを\rリードする、[pause 8]ファッション\rデザイナーの グレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 04#えっ?! [pause 8]ほんみょうは\rな[pause 3]べ[pause 3]の[pause 3]す[pause 3]け [pause 12]だろうって?![wait]\r[CLS]#7F09 00 00 07#じょ、[pause 4]じょーだんじゃないわよ![pause 10]\rちがうわよぉー![wait]\r[CLS]#7F09 00 00 16#だ、[pause 4]だれから きいたのよ?[pause 16]\rこれだから オンナは\rキライなのよねぇー![wait]\r[CLS]しつれいしちゃうわ、[pause 4]まったく![pause 12]\r#7F09 00 00 FF#デマ、デマ。[pause 8]\rデマに きまってるでしょ![pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 072A]\r[open]
0727	ええ、[pause 8]ミーが カ[pause 1]リ[pause 1]ス[pause 1]マ[pause 4]\rファッションデザイナーの\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 02#げっ! [pause 16]#7F09 00 00 17#アナタ、[pause 8]\rよくそんな かっこうで\rあるき まわれるわね![wait]\r[CLS]#7F09 00 00 15#だけど、[pause 4]バッド テイストも[pause 8]\rそこまでいけば\rひとつの さいのうよねー。[wait]\r[CLS]#7F09 00 00 12#あんがい きょうりょくな\rライバルになるかも[pause 2]・[pause 2]・[pause 2]・。[pause 20]\r#7F09 00 00 16#んなワケないでしょ、[pause 16]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 072A]\r[open]
0728	ええ、[pause 8]ミーが\rファッションかいの パイオニア、[pause 6]\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 06#あら アナタ、[pause 12]#7F09 00 00 15#オンナもののふく、\rじょうずに きこなしてるわねぇ。[pause 20]\rどこからみても\rオンナにみえるわよ。[wait]\r[CLS]#7F09 00 00 04#えっ?! [pause 12]ほんもののオンナなの?[pause 20]\r#7F09 00 00 17#ミーは てっきり\rおなかま かと[pause 2]・[pause 2]・[pause 2]・[wait]\r[CLS]#7F09 00 00 15#いえいえ、[pause 4]なんでもないの。[pause 12]\rきにしないでね、[pause 16]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 072A]\r[open]
0729	#7F09 00 00 04#あら、[pause 20]もういっかい\r#7F09 00 00 0B#クルマみがきに\rちょうせん するっていうの?[wait]\r[CLS]#7F09 00 00 15#ま、[pause 6]そのチャレンジせいしんだけは\rほめてあげるわ。[wait]\r[CLS]#7F09 00 00 FF#じゃぁ、やってみて。\r[wait]\r[jump 0748]\r[jump2sel]\r#7F09 09 00 01#\r[open]
072A	#7F09 00 00 FF#と[pause 2]こ[pause 2]ろ[pause 2]で[pause 2]・[pause 2]・[pause 2]・[pause 8]\rここに ちょー [pause 4]ステキな\rクルマが とまってるでしょ?[wait]\r[CLS]#7F09 00 00 15#これ ミーのクルマなのね。[pause 12]\rヨーロッパから ゆにゅうした\rビンテージものなんだけど、[wait]\r[CLS]#7F09 00 00 0A#ほら、[pause 8]あの なんともいえない\rセクシーなシルエットが[pause 8]\rハイセンスな ミーに\rぴったりだとおもわない?[wait]\r[CLS]#7F09 00 00 17#それがさぁ、[pause 12]こんな ドいなかまで\rはしってきたものだから、[pause 10]\r#7F09 00 00 0F#みてよ、[pause 12]ドロドロによごれちゃって[pause 10]\rもー [pause 4]さいあくなの。[wait]\r[CLS]#7F09 00 00 14#そこで そうだんなんだけどー。[pause 20]\r#7F09 00 00 15#アナタが ミーのクルマを\rきれいに みがいてくれたら、[wait]\r[CLS]#7F09 00 00 0E#ステキなふくを プレゼントしても\rいいと おもってるんだけど[pause 14]\r#7F09 00 00 0B#[pause 6]どう? [pause 12]やってみない?[pause 6][wait]\r[CLS]#7F09 00 00 02#じぶんでみがけ [pause 4]ですって?![pause 20]\r#7F09 00 00 16#アナタ なにいってんのよ。[wait]\r[CLS]そんなことしたら\rミーのたいせつな おようふくが\rよごれちゃうでしょ![wait]\r[CLS]#7F09 00 00 FF#つべこべいわずに\rさっさと みがきなさい!\r[wait]\r[jump 0748]\r[jump2sel]\r#7F09 09 00 01#\r[open]
072B	#7F09 00 00 FF#とにかく [pause 6]みぎてを おもいっきり\rはやく うごかしたら いいの![wait]\r[CLS]じゃあ、いくわよ。[pause 20]\r\r#7F09 00 00 15#よー[pause 4]い、[pause 16]#7F09 00 00 16#はじめっ!!\r[jump 072C]\r[close]
072C	#7F09 00 00 04#はいっ![pause 8]\r#7F09 00 00 16#そこまでー[pause 4]っ!!\r[open]
072D	#7F09 00 00 06#あら、[pause 8]ピカピカになったわ![pause 20]\r#7F09 00 00 15#ずいぶん がんばったわねぇ![wait]\r[CLS]じゃあ やくそくどおり[pause 8]\rふくをプレゼントするわね。\r[wait]\r[jump 072E]\r[jump2sel]\r#7F09 01 00 02#\r[open]
072E	#7F09 00 00 15#それは ミーが [pause 4]じきじきに\rデザインしたのよ。[wait]\r[CLS]#7F09 00 00 0B#アナタに きこなすことが\rできるかしら?[pause 16]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[close]
072F	#7F09 00 00 0F#うー[pause 4]ん、[pause 12]まあまあってとこね。[pause 20]\r#7F09 00 00 FF#とりあえず さっきよりは\rきれいになった みたいだし。[wait]\r[CLS]やくそく しちゃったから[pause 8]\rふくをプレゼントしなくちゃね。\r[wait]\r[jump 0730]\r[jump2sel]\r#7F09 01 00 02#\r[open]
0730	あ、[pause 8]いっとくけど、そのふくは[pause 8]\rミーが デザインしたものじゃ\rないからね。[wait]\r[CLS]#7F09 00 00 16#グレース・ブランドを きるのは[pause 4]\r10ねん はやいのよね、[pause 10]アナタ。[pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[close]
0731	#7F09 00 00 07#な、[pause 4]なにこれー[pause 4]っ![wait]\r[CLS]ちゅうとはんぱに みがくから[pause 8]\r#7F09 00 00 16#まだらもように\rなっちゃったじゃないのよ![wait]\r[CLS]もう! [pause 8]あっちへいきなさいよ![pause 20]\rきぃー[pause 4]ー[pause 4]っ!!\r[close]
0732	#7F09 00 00 04#あら、[pause 8]さっきはどーも。[pause 8][wait]\r[CLS]#7F09 00 00 FF#ところで ミーのふくは[pause 8]\r#7F09 00 00 0B#まだ きてないの?[wait]\r[CLS]#7F09 00 00 16#どんなにステキなふくでも[pause 8]\rもっているだけじゃ[pause 4]\rたからの もちぐされってものよ。[wait]\r[CLS]#7F09 00 00 15#にあうか どうかは[pause 6]\rまた べつのはなしだけどね。[pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[close]
0733	#7F09 00 00 04#あら、アナタ。[pause 20]\r#7F09 00 00 FF#もう ふくはあげないわよ。[wait]\r[CLS]#7F09 00 00 16#てきとうに みがいたひとには[pause 8]\rてきとうなふくしか あげないの。[pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[close]
0734	ええ、[pause 8]ミーが ちょー ゆうめいな[pause 8]\rファッションデザイナーの\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 04#あら、[pause 8]ミーがデザインしたふく\rきてるじゃないの。[wait]\r[CLS]#7F09 00 00 17#でも [pause 4]いまいち\rにあってないわねぇー。[wait]\r[CLS]#7F09 00 00 16#ミーのふくは[pause 4]\rきるひとを えらぶのよねぇ。[pause 12]\r#7F09 00 00 15#ごめんなさいねー。[pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 073B]\r[open]
0735	ええ、[pause 8]ミーが モードかいを\rリードする、[pause 8]ファッション\rデザイナーの グレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 04#あら、[pause 8]そのふく[pause 4]\rグレース・オム ね。[wait]\r[CLS]#7F09 00 00 15#まあまあ、にあってるんじゃ\rないかしら。[wait]\r[CLS]#7F09 00 00 FF#ミーのふくは [pause 6]きているひとを\rじつりょくいじょうに[pause 6]\rよく みせてくれるからね。[pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 073B]\r[open]
0736	ええ、[pause 8]ミーが カ[pause 1]リ[pause 1]ス[pause 1]マ[pause 4]\rファッションデザイナーの\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 04#あら、[pause 8]ミーがデザインしたふく、[pause 4]\r#7F09 00 00 15#きにいって くれてるみたいね。[wait]\r[CLS]そのふくは、[pause 6]ミーが\rパリコレに デビューしたときの\rコレクションを、[pause 8]とくべつに\rリメイクしたものだから、[wait]\r[CLS]#7F09 00 00 16#とっても きちょうな\rアイテムなのよ。[pause 12]\rだいじに きてちょうだいね。[pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 073B]\r[open]
0737	ええ、[pause 8]ミーが\rファッションかいの パイオニア、[pause 8]\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 04#あら、[pause 8]それミーがデザインした\rふくじゃないの。[wait]\r[CLS]#7F09 00 00 FF#にあってるかどうかは ともかく、[pause 8]\rすこしは みるめがあるわね、[pause 2]\rアナタ。[pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 073B]\r[open]
0738	ええ、[pause 8]ミーが ちょー [pause 4]ゆうめいな[pause 8]\rファッションデザイナーの\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 04#あら アナタ。[pause 8]\rそのふくは グレース ね。[wait]\r[CLS]#7F09 00 00 15#なかなか おにあいよ。[pause 12]\rまごにも いしょう とは[pause 8]\rよくいったものだわね。[pause 20]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 073B]\r[open]
0739	ええ、[pause 8]ミーが カ[pause 1]リ[pause 1]ス[pause 1]マ[pause 4]\rファッションデザイナーの\rグレースだけど、[pause 12]\r#7F09 00 00 0B#なにか ごようかしら?[wait]\r[CLS]#7F09 00 00 04#あら、[pause 8]アナタのような\rがさつ そうなひとが[pause 4]\rグレースを きているなんて、[pause 8]\r#7F09 00 00 17#ミーのふくが かわいそう。[wait]\r[CLS]#7F09 00 00 16#もっと [pause 4]エレガントで\rせんさいなひとに[pause 4]\rきてもらいたいもんだわねぇ。[pause 8]\r#7F09 00 00 03#ほー[pause 6]ほ[pause 2]ほ[pause 2]ほ[pause 2]ほ。\r[jump 073B]\r[open]
